R482:2910366.519929,0.054519,2910366.538823,2910366.593354
R483:2910366.658353,0.017816,2910366.658436,2910366.676281
R484:2910366.724905,0.011930,2910366.724992,2910366.736955
R485:2910366.920733,0.017004,2910366.920842,2910366.937878
R486:2910366.955453,0.192528,2910366.955527,2910367.148080
R487:2910366.955750,0.137790,2910367.148094,2910367.285896
R488:2910366.989832,0.096936,2910367.285903,2910367.382857
R489:2910367.094965,0.003813,2910367.382864,2910367.386682
R490:2910367.114269,0.124326,2910367.386687,2910367.511025
R491:2910367.435460,0.164599,2910367.511031,2910367.675643
R492:2910367.447466,0.429100,2910367.675649,2910368.104765
R493:2910367.470718,0.091862,2910368.104773,2910368.196647
R494:2910367.547540,0.146954,2910368.196653,2910368.343620
R495:2910367.610268,0.103706,2910368.343627,2910368.447351
R496:2910367.833151,0.017920,2910368.447358,2910368.465288
R497:2910367.885143,0.014006,2910368.465292,2910368.479308
R498:2910368.067176,0.032612,2910368.479312,2910368.511936
R499:2910368.179173,0.063366,2910368.511942,2910368.575323
